City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Pingdingshan,CN,2022-04-08 11:18:54,33.7385,113.3012,75.94,50,0,14.72
261,Hobart,AU,2022-04-08 11:15:16,-42.8794,147.3294,56.05,84,20,8.05
262,Saint-Louis,SN,2022-04-08 11:18:54,16.3333,-15.0,96.55,10,27,17.05
263,Morshyn,UA,2022-04-08 11:18:55,49.1565,23.8723,55.92,43,65,19.86
264,Zhangjiakou,CN,2022-04-08 11:18:55,40.81,114.8794,71.2,12,17,6.87
265,Abaete,BR,2022-04-08 11:18:56,-19.16,-45.4458,71.71,84,77,2.42
266,Shahr-E Babak,IR,2022-04-08 11:18:56,30.1165,55.1186,81.46,6,64,20.11
267,Shenjiamen,CN,2022-04-08 11:18:56,29.9576,122.298,58.35,78,0,11.34
268,Aksarka,RU,2022-04-08 11:18:57,66.5606,67.7975,9.28,86,98,7.72
269,De Aar,ZA,2022-04-08 11:18:57,-30.6497,24.0123,64.54,26,100,11.65
270,Snyder,US,2022-04-08 11:18:58,32.7179,-100.9176,43.14,21,0,6.91
271,Dombarovskiy,RU,2022-04-08 11:18:58,50.7587,59.5386,52.68,39,51,4.7
272,Catalina,US,2022-04-08 11:18:59,32.5056,-110.9211,69.49,10,0,8.95
273,Kahului,US,2022-04-08 11:19:59,20.8947,-156.47,73.85,75,0,24.16
274,Northam,GB,2022-04-08 11:20:00,51.0333,-4.2167,49.66,71,100,10.27
275,Alekseyevsk,RU,2022-04-08 11:20:00,57.8406,108.3492,32.86,85,100,6.73
276,Ouadda,CF,2022-04-08 11:20:01,8.0777,22.4007,101.7,17,9,6.8
277,Saldanha,ZA,2022-04-08 11:16:22,-33.0117,17.9442,68.25,44,0,13.2
278,Cidreira,BR,2022-04-08 11:20:01,-30.1811,-50.2056,67.41,90,100,8.08
279,Tateyama,JP,2022-04-08 11:20:02,34.9833,139.8667,55.09,67,6,17.09
280,Okhotsk,RU,2022-04-08 11:20:02,59.3833,143.3,21.99,88,99,4.56
281,Dukat,RU,2022-04-08 11:20:03,62.55,155.55,16.86,96,100,2.68
282,Azare,NG,2022-04-08 11:20:03,11.6765,10.1948,102.61,12,68,4.34
283,Japura,ID,2022-04-08 11:20:03,-0.3167,102.35,83.68,67,91,1.1
284,Le Vauclin,MQ,2022-04-08 11:20:04,14.5452,-60.8388,74.84,88,75,4.61
285,Dingle,PH,2022-04-08 11:20:04,10.9995,122.6711,74.43,93,100,6.82
286,Gopalur,IN,2022-04-08 11:20:05,16.6167,77.8,100.54,16,10,4.43
287,Nishihara,JP,2022-04-08 11:20:05,26.1842,127.7558,69.08,73,20,14.97
